No Kuesioner,Nama Kuesioner,Dusun / Kampung,Kelurahan,Kecamatan,Kota,DAPIL,Provinsi,P1,P2,P3,P4,P5,P6,P7,P8,P9,Pilihan Presiden
1238,Kuesioner 1238,sang sang,sana laok,Waru,Kab. Pamekasan,JAWA TIMUR XI,Jawa Timur,3,12,8,1,9,11,6,Prabowo sandi,2,2
1239,Kuesioner 1239,lanpelan,sana laok,Waru,Kab. Pamekasan,JAWA TIMUR XI,Jawa Timur,1,12,1,1,9,11,6,Prabowo sandi,2,2
1240,Kuesioner 1240,lanpalan,sana laok,Waru,Kab. Pamekasan,JAWA TIMUR XI,Jawa Timur,1,12,1,1,9,11,5,Prabowo ,2,2
1241,Kuesioner 1241,ARES DEJEH,BELUK ARES,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,4,15,2,1,9,11,2,JOKOWI DAN MA'RUF ,PDIP,1
1242,Kuesioner 1242,ARES TENGAH ,BELUK ARES,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,3,3,8,1,9,11,2,PRABOWO DAB SANDI,PKB,2
1243,Kuesioner 1243,ARES DEJEH,BELUK ARES,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,5,JOKOWI DAN MA'RUF,PKB,1
1244,Kuesioner 1244,ARES DEJEH,BELUK ARES,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,1,12,1,1,9,11,6,JOKOWI DAN MA'RUF,PKB,1
1245,Kuesioner 1245,ARES DEJEH,BELUK ARES,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,1,12,1,1,9,11,5,PRABOWO DAN SANDI,PPP,2
1246,Kuesioner 1246,ARES DEJEH,BELUK ARES,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,4,PRABOWO DAN SANDI,PKB,2
1247,Kuesioner 1247,Ares Laok,Beluk Ares,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,1,12,1,1,9,11,6,JOKOWI DAN MA'RUF,PKB,1
1248,Kuesioner 1248,ARES LAOK,BELUK ARES,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,5,PRABOWO DAN SANDI,GERINDRA,2
1249,Kuesioner 1249,ARES TENGAH ,BELUK ARES,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,1,12,1,1,9,11,4,JOKOWI DAN MA'RUF ,PDIP,1
1250,Kuesioner 1250,ARES TENGAH,BELUK ARES,Ambunten,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,3,JOKOWI DAN MA'RUF ,GERINDRA,1
1251,Kuesioner 1251,kumpire,ruberu,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,5,2,2,3
1252,Kuesioner 1252,RUBARU,Rubaru,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,4,2,Golkar,2
1253,Kuesioner 1253,kompire,ruberu,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,4,12,1,1,9,11,3,Prabowo sandi,2,2
1254,Kuesioner 1254,kumpureh,rubaru,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,1,2,2,3
1255,Kuesioner 1255,rubaru,rubaru,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,4,8,3,1,9,11,3,Jokowi makruf,pkb,1
1256,Kuesioner 1256,rubaru,rubaru,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,5,2,2,3
1257,Kuesioner 1257,RUBARU,RUBARU,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,2,2,2,2
1258,Kuesioner 1258,rubaru,rubaru,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,2,12,1,1,9,11,3,2,2,2
1259,Kuesioner 1259,geleges temur,ruberu,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,1,12,1,1,9,11,5,prabowo,ppp,2
1260,Kuesioner 1260,ruberu,ruberu,Rubaru,Kab. Sumenep,JAWA TIMUR XI,Jawa Timur,1,6,2,1,9,11,2,Jokowi,pkb,1
1261,Kuesioner 1261,Kayu Gading,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,3,15,8,3,,9,1,Joko Widodo dan Ma'ruf Amin,GOLKAR,1
1262,Kuesioner 1262,Dusun Bekapas,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,2,3,3,Kristen,,9,4,JOKO WIDODO DAN MA'RUF AMIN,2,1
1263,Kuesioner 1263,Titi Buluh,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,4,1,4,2,,9,3,PDIP,PDIP,1
1264,Kuesioner 1264,Dusun Bekapas,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,3,3,4,3,,9,4,JOKO WIDODO DAN MA'RUF AMIN,GOLKAR,1
1265,Kuesioner 1265,Bekapas,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,4,8,4,3,,9,3,JOKO WIDODO DAN MA'RUF AMIN,PDIP,1
1266,Kuesioner 1266,Bekapas,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,2,3,4,3,,9,3,JOKO WIDODO DAN MA'RUF AMIN,GOLKAR,1
1267,Kuesioner 1267,Titi Buluh,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,3,8,5,3,,9,3,JOKO WIDODO DAN MA'RUF AMIN,PDIP,1
1268,Kuesioner 1268,Titi Buluh,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,2,3,5,Kristen,,9,3,JOKO WIDODO DAN MA'RUF AMIN,PDIP,1
1269,Kuesioner 1269,Titi Buluh,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,4,8,4,3,,9,4,JOKO WIDODO DAN MA'RUF AMIN,HANURA,1
1270,Kuesioner 1270,Kayu Gadung,Jelayan,Tumbang Titi,Kab. Ketapang,KALIMANTAN BARAT I,Kalimantan Barat,4,3,4,3,,9,3,JOKO WIDODO DAN MA'RUF AMIN,GOLKAR,1
1271,Kuesioner 1271,dusun jelimpo dalam,jelimpo,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,3,12,3,3,,9,5,JOKOWI DODO dan MARUF AMIN,PDI Perjuangan,1
1272,Kuesioner 1272,jelimpo dalam,jelimpo,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,6,2,5,3,,9,4,JOKOWI DAN MARUF AMIN,PDI PERJUANGAN,1
1273,Kuesioner 1273,Tabik,JELIMPO,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,1,NOREH KARET,1,3,,9,5,JOKOWI DODO DAN MARUF AMIN,PDI PERJUANGAN,1
1274,Kuesioner 1274,tabik,jelimpo,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,1,12,1,2,,9,4,JOKOWI DODO dan MARUF AMIN,PDI Perjuangan,1
1275,Kuesioner 1275,sei raya,jelimpo,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,3,15,3,1,13,13,4,PRABOWO DAN SANDIAGA UNO,DEMOKRAT,2
1276,Kuesioner 1276,dusun sei raya,JELIMPO,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,3,3,3,3,,9,3,JOKOWI DODO dan Ma'ruf Amin,PDI Perjuangan,1
1277,Kuesioner 1277,kase,JELIMPO,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,3,8,3,2,,9,1,JOKOWI DAN MARUF AMIN,PDI PERJUANGAN,1
1278,Kuesioner 1278,kase,JELIMPO,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,3,15,2,2,,9,2,JOKOWI DODO DAN MARUF AMIN,PDI PERJUANGAN,1
1279,Kuesioner 1279,kase,jelimpo,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,3,15,4,3,,9,5,JOKOWI dan MARUF Amin,PDI Perjuangan,1
1280,Kuesioner 1280,dusun Kase,JELIMPO,Jelimpo,Kab. Landak,KALIMANTAN BARAT I,Kalimantan Barat,1,NOREH KARET,1,3,,9,5,JOKOWI DODO DAN MARUF AMIN,PDI PEEJUANGAN,1
1281,Kuesioner 1281,mulia,matang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,4,15,6,3,,17,4,"JOKOWI dan MA""RUF AMIN",CORNELIS,1
1282,Kuesioner 1282,mulia,natang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,4,4,8,1,14,13,1,PEABOWO dan SANDI,GOLKAR,2
1283,Kuesioner 1283,dusun bahagia,matang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,4,15,6,5,,17,4,jokowi dodo dan ma'ruf amin,pdip,1
1284,Kuesioner 1284,bahagia,matang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,4,11,4,1,13,13,5,JOKOWI dan MA'RUF AMIN,GOLKAR,1
1285,Kuesioner 1285,palamboyan,matang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,2,15,5,1,14,13,5,PRABOWO dan SANDI,GOLKAR,2
1286,Kuesioner 1286,plamboyan,matang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,4,4,8,5,,17,1,JOKOWI dan MA'RUF AMIN,PDIP,1
1287,Kuesioner 1287,plamboyan,matang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,4,15,5,5,,17,4,JOKOWI dan MA'RUF AMIN,PDIP,1
1288,Kuesioner 1288,palmboyan,matang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,2,3,1,1,14,13,5,JOKOWI dan MA'RUF AMIN,PDIP,1
1289,Kuesioner 1289,plamboyan,matang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,2,15,6,5,,17,3,"JOKOWI dan MA""RUF AMIN",PDIP,1
1290,Kuesioner 1290,palamboyan,matang terap,Jawai Selatan,Kab. Sambas,KALIMANTAN BARAT I,Kalimantan Barat,2,15,5,5,,17,3,JOKOWI dan MA'RUF AMIN,PDIP,1
1291,Kuesioner 1291,mekar sari,Laman Bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,2,12,5,1,9,10,5,JOKOWI DAN MA'ARUF AMIN,PAN / SUKIMAN,1
1292,Kuesioner 1292,Mekar sari,Laman Bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,6,2,5,1,13,10,3,JOKOWI DAN MA'ARUF AMIN,PDIP,1
1293,Kuesioner 1293,Mekar Sari,Laman Bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,6,14,3,1,9,10,2,JOKOWI DAN MA'ARUF AMIN,PAN,1
1294,Kuesioner 1294,Mekar sari,Laman bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,2,3,5,1,9,16,5,JOKOWI DAN MA'ARUF AMIN,PDIP,1
1295,Kuesioner 1295,Mawar Putih,Laman Bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,2,8,4,1,13,10,2,PROBOWO dan SANDIAGA SALAHUDDIN UNO,GERINDRA,2
1296,Kuesioner 1296,Mekar Sari,Laman Bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,1,6,3,1,13,10,5,JOKOWI dan MA'ARUF AMIN,PDIP,1
1297,Kuesioner 1297,mawar putih,Laman bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,2,12,4,1,9,16,4,JOLOWI DAN MA'ARUF AMIN,HANURA,1
1298,Kuesioner 1298,Mawar Putih,Laman Bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,2,12,4,1,13,10,4,JOKOWI dan MA'ARUF AMIN,PERINDO,1
1299,Kuesioner 1299,Dusun mawar putih,Laman Bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,6,7,5,2,,5,4,JOKOWI DAN MA'ARUF AMIN,2,1
1300,Kuesioner 1300,Mawar Putih,Laman Bukit,Belimbing,Kab. Melawi,KALIMANTAN BARAT II,Kalimantan Barat,1,6,4,1,5,10,5,JOKOWI dan MA'ARUF AMIN,HANURA,1
1301,Kuesioner 1301,Kampung,Sampurna,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,4,2,3,1,13,3,3,2,2,3
1302,Kuesioner 1302,Kampung,Sampurna,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,2,3,4,1,13,3,2,Ir. JOKO WIDODO DAN Prof. Dr. KH. MA'RUF AMIN,PARTAI GOLKAR,1
1303,Kuesioner 1303,Kampung,Sampurna,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,2,12,3,1,13,3,4,H. PRABOWO SUBIANTO DAN H. SANDIAGA SALAHUDDIN UNO,PARTAI DEMOKRAT,2
1304,Kuesioner 1304,Kampung,Desa Sampurna,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,2,12,4,1,14,3,3,H.PRABOWO SUBIANTO DAN H. SANDIAGA SALAHUDDIN UNO,2,2
1305,Kuesioner 1305,Kampung,Sampurna,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,4,12,8,1,13,3,2,Ir. JOKO WIDODO DAN Prof. Dr. KH. MA'RUF AMIN,PDI PERJUANGAN,1
1306,Kuesioner 1306,Kampung,Sampurna,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,2,12,8,1,13,3,3,Ir. JOKO WIDODO DAN Prof. Dr. KH. MA'RUF AMIN,PARTAI GOLKAR,1
1307,Kuesioner 1307,Kampung,Sampurna,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,4,14,4,1,13,10,4,H. PRABOWO SUBIANTO DAN H. SANDIAGA SALAHUDDIN UNO,PARTAI PERINDO,2
1308,Kuesioner 1308,Kampung,Sampurna,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,2,12,4,1,13,16,5,Ir. JOKO WIDODO DAN Prof. Dr. KH. MA'RUF AMIN,GOLKAR,1
1309,Kuesioner 1309,sampurna,jejangkit,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,2,12,4,1,13,3,4,H.PRABOWO SUBIANTO DAN H. SANDIAGA SALAHUDDIN UNO,GOLKAR,2
1310,Kuesioner 1310,Kampung,Sampurna,Jejangkit,Kab. Barito Kuala,KALIMANTAN SELATAN I,Kalimantan Selatan,4,3,8,1,13,16,2,Ir. JOKO WIDODO DAN Prof. Dr. KH. MA'RUF AMIN,PARTAI PERINDO,1
1311,Kuesioner 1311,Tamiyang,Tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,4,17,8,1,13,3,1,2,2,2
1312,Kuesioner 1312,Tamiyang,Tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,2,12,3,1,14,3,3,2,2,1
1313,Kuesioner 1313,Tamiyang,Tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,2,12,3,1,13,3,3,jokowi dan maruf,2,1
1314,Kuesioner 1314,tamiyang,tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,4,14,8,1,13,3,1,prabowo dan sandi,2,2
1315,Kuesioner 1315,Tamiyang,Tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,4,4,8,1,13,3,5,2,2,3
1316,Kuesioner 1316,Tamiyang,Tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,2,1,3,1,14,3,3,2,2,2
1317,Kuesioner 1317,desa Tamiyang,Tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,2,1,4,1,13,3,4,jokowi dan maruf,2,1
1318,Kuesioner 1318,Tamiyang,Tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,3,3,3,1,13,3,3,jokowi dan maruf,golkar,1
1319,Kuesioner 1319,Tamiyang,Tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,2,12,5,1,9,3,5,prabowo dan sandi,2,2
1320,Kuesioner 1320,tamiyang,tamiyang,Sungai Raya,Kab. Hulu Sungai Selatan,KALIMANTAN SELATAN I,Kalimantan Selatan,2,12,4,1,13,3,4,prabowo dan sandi,demokrat,2
1321,Kuesioner 1321,TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,4,5,4,1,13,3,3,2,2,1
1322,Kuesioner 1322,DESA TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,2,6,4,1,13,7,3,2,2,2
1323,Kuesioner 1323,TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,3,14,4,1,13,3,1,2,2,1
1324,Kuesioner 1324,TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,2,12,4,1,13,10,3,2,2,3
1325,Kuesioner 1325,TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,4,1,4,1,9,7,1,2,2,2
1326,Kuesioner 1326,TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,3,4,5,1,9,3,1,2,2,1
1327,Kuesioner 1327,TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,4,8,4,1,13,7,2,2,2,2
1328,Kuesioner 1328,TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,2,6,4,1,9,3,4,2,2,1
1329,Kuesioner 1329,TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,2,12,5,1,13,3,4,2,2,1
1330,Kuesioner 1330,TAPIAN BALAI,TAPIAN BALAI,Pulaulaut Barat,Kab. Kotabaru,KALIMANTAN SELATAN II,Kalimantan Selatan,4,14,5,1,9,3,1,2,2,3
1331,Kuesioner 1331,barunang 1,barunang 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,2,1,4,4,,9,2,jokowi dan amin,2,1
1332,Kuesioner 1332,kampung,BARUNANG 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,3,3,5,4,,9,3,JOKOWI AMIN,PDIP,1
1333,Kuesioner 1333,barunang 1,barunang 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,3,12,5,2,,9,5,2,2,1
1334,Kuesioner 1334,kampung,barunang 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,4,2,5,4,,9,3,JOKOWI AMIN,PDIP,1
1335,Kuesioner 1335,KAMPUNG,BARUNANG 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,2,12,5,4,,9,3,JOKOWI  DAN MARUF AMIN,PDIP,1
1336,Kuesioner 1336,barunang 1,barunang 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,6,2,4,4,,2,2,jokowi dan amin,demokrat,1
1337,Kuesioner 1337,KAMPUNG,BARUNANG 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,3,1,5,2,,9,3,JOKOWI MARUF AMIN,NASDEM,1
1338,Kuesioner 1338,kampung,BARUNANG 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,2,3,4,4,,9,2,JOKOWI AMIN,PDIP,1
1339,Kuesioner 1339,KAMPUNG,BARUNANG 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,4,12,4,4,,9,1,JOKOWI AMIN,PDIP WILLY,1
1340,Kuesioner 1340,KAMPUNG,BARUNANG 1,Kapuas Tengah,Kab. Kapuas,KALIMANTAN TENGAH,Kalimantan Tengah,2,3,4,4,,9,2,JOKOWI dan MARUF AMIN,PDIP,1
1341,Kuesioner 1341,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,3,4,5,2,,9,1,JOKOWI DAN MA'RUF AMIN,PDIP,1
1342,Kuesioner 1342,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,4,3,5,3,,9,2,JOKOWI DAN MA'RUF,DEMOKRAT,1
1343,Kuesioner 1343,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,2,12,5,3,,9,2,JOKOWI DAN MA'RUF,DEMOKRAT,1
1344,Kuesioner 1344,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,2,12,5,2,,9,4,JOKOWI DAN MA'RUF,GOLKAR,1
1345,Kuesioner 1345,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,4,8,5,2,,9,5,JOKOWI DAN MA'RUF,GOLKAR,1
1346,Kuesioner 1346,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,4,3,5,2,,9,2,JOKOWI DAN MA'RUF,GOLKAR,1
1347,Kuesioner 1347,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,2,12,5,2,,9,4,JOKOWI DAN MA'RUF,GOLKAR,1
1348,Kuesioner 1348,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,2,12,4,2,,9,4,PRABOWO DAN SANDIAGA S.U,GOLKAR,2
1349,Kuesioner 1349,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,4,kepala desa,6,2,,9,3,JOKOWI DAN MA'RUF,GOLKAR,1
1350,Kuesioner 1350,01,nanga kemujan,Bulik Timur,Kab. Lamandau,KALIMANTAN TENGAH,Kalimantan Tengah,1,12,4,hindu kaharingan,,9,5,JOKOWI DAN MA'RUF,GOLKAR,1
1351,Kuesioner 1351,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,3,12,1,3,,9,5,Jokowi-Ma'aruf,Golkar,1
1352,Kuesioner 1352,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,2,3,1,3,,9,3,Prabowo-Sandi,Gerindra,2
1353,Kuesioner 1353,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,3,15,6,3,,9,4,Jokowi-Ma'ruf,Golkar,1
1354,Kuesioner 1354,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,4,8,6,3,,9,2,Jokowi - Ma'ruf,Demokrat,1
1355,Kuesioner 1355,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,4,14,8,3,,9,1,Jokowi - Ma'ruf,PDIP,1
1356,Kuesioner 1356,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,2,3,1,1,13,7,3,Jokowi-Ma'ruf,PDIP,1
1357,Kuesioner 1357,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,4,4,8,3,,9,1,PRABOWO SUBIANTO - SANDI SALAHUDIN UNO,GERINDRA,2
1358,Kuesioner 1358,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,3,4,8,3,,9,1,JOKO WIDODO - MA'RUF,PERINDO,1
1359,Kuesioner 1359,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,2,1,4,3,,9,4,PRABOWO SUBIANTO - SANDI SALAHUDIN UNO,GERINDRA,2
1360,Kuesioner 1360,Tukul,Tukul,Tering,Kab. Kutai Barat,KALIMANTAN TIMUR,Kalimantan Timur,5,2,4,3,,9,4,JOKO WIDODO - MA'RUF AMIN,PDIP,1
1361,Kuesioner 1361,liang ulu,liang ulu,Kota Bangun,Kab. Kutai Kartanegara,KALIMANTAN TIMUR,Kalimantan Timur,3,4,1,1,13,kutai,1,"jokowi dan ma,, ruf amin",golkar,1
1362,Kuesioner 1362,liang ulu,liang ulu,Kota Bangun,Kab. Kutai Kartanegara,KALIMANTAN TIMUR,Kalimantan Timur,2,3,2,1,13,kutai,5,"JOKOWI DAN MA, RUF AMIN",2,1
1363,Kuesioner 1363,liang ulu,liang ulu,Kota Bangun,Kab. Kutai Kartanegara,KALIMANTAN TIMUR,Kalimantan Timur,3,15,5,1,13,kutai,4,PRABOWO DAN SANDI,2,2
1364,Kuesioner 1364,liang ulu,liang ulu,Kota Bangun,Kab. Kutai Kartanegara,KALIMANTAN TIMUR,Kalimantan Timur,2,3,3,1,13,kutai,5,PRABOWO DAN SANDI,GOLKAR,2
1365,Kuesioner 1365,liang ulu,liang ulu,Kota Bangun,Kab. Kutai Kartanegara,KALIMANTAN TIMUR,Kalimantan Timur,4,2,3,1,13,kutai,2,2,GOLKAR,2
1366,Kuesioner 1366,liang ulu,liang ulu,Kota Bangun,Kab. Kutai Kartanegara,KALIMANTAN TIMUR,Kalimantan Timur,6,2,2,1,13,kutai,3,PRABOWO SANDI,PKS,2
1367,Kuesioner 1367,liang ulu,liang ulu,Kota Bangun,Kab. Kutai Kartanegara,KALIMANTAN TIMUR,Kalimantan Timur,4,15,3,1,13,kutai,1,"JOKOWI DAN MA, RUF AMIN",golkar,1
1368,Kuesioner 1368,jalan awang long,liang ulu,Kota Bangun,Kab. Kutai Kartanegara,KALIMANTAN TIMUR,Kalimantan Timur,4,8,3,1,13,kutai,2,JOKOWI,PKB,1
